Disease|Genes|Count
C0949658|ENSG00000035403;;ENSG00000077522;;ENSG00000092054;;ENSG00000106617;;ENSG00000111245;;ENSG00000115841;;ENSG00000118194;;ENSG00000129170;;ENSG00000129991;;ENSG00000134571;;ENSG00000140416;;ENSG00000149596;;ENSG00000155657;;ENSG00000159251;;ENSG00000160808;;ENSG00000162614;;ENSG00000172399;;ENSG00000173991;;ENSG00000182533;;ENSG00000198523;;ENSG00000269058|21
C1140680|ENSG00000007062;;ENSG00000012048;;ENSG00000026103;;ENSG00000026508;;ENSG00000048052;;ENSG00000055118;;ENSG00000067182;;ENSG00000077782;;ENSG00000080824;;ENSG00000085563;;ENSG00000087245;;ENSG00000091879;;ENSG00000101017;;ENSG00000101966;;ENSG00000102854;;ENSG00000103653;;ENSG00000105976;;ENSG00000106211;;ENSG00000106991;;ENSG00000107984;;ENSG00000109471;;ENSG00000110195;;ENSG00000112715;;ENSG00000113070;;ENSG00000113302;;ENSG00000113361;;ENSG00000113494;;ENSG00000113721;;ENSG00000115598;;ENSG00000116478;;ENSG00000117525;;ENSG00000118432;;ENSG00000120217;;ENSG00000120899;;ENSG00000125726;;ENSG00000128052;;ENSG00000128602;;ENSG00000128917;;ENSG00000129484;;ENSG00000131203;;ENSG00000131747;;ENSG00000135318;;ENSG00000138160;;ENSG00000139193;;ENSG00000139618;;ENSG00000141510;;ENSG00000141736;;ENSG00000142166;;ENSG00000142208;;ENSG00000143799;;ENSG00000149554;;ENSG00000150782;;ENSG00000154188;;ENSG00000157765;;ENSG00000160584;;ENSG00000164362;;ENSG00000165125;;ENSG00000166402;;ENSG00000166483;;ENSG00000167601;;ENSG00000169398;;ENSG00000170145;;ENSG00000170276;;ENSG00000172009;;ENSG00000173273;;ENSG00000176170;;ENSG00000178562;;ENSG00000181143;;ENSG00000183087;;ENSG00000184033;;ENSG00000186827;;ENSG00000188822;;ENSG00000196230;;ENSG00000196557;;ENSG00000196776;;ENSG00000197122;;ENSG00000198900;;ENSG00000205274;;ENSG00000242689|79
C1142166|ENSG00000043591;;ENSG00000055118;;ENSG00000066230;;ENSG00000090020;;ENSG00000105711;;ENSG00000108961;;ENSG00000110680;;ENSG00000120907;;ENSG00000121361;;ENSG00000130529;;ENSG00000138622;;ENSG00000149575;;ENSG00000150594;;ENSG00000151067;;ENSG00000152642;;ENSG00000153956;;ENSG00000157388;;ENSG00000162341;;ENSG00000163681;;ENSG00000165995;;ENSG00000166257;;ENSG00000170214;;ENSG00000171385;;ENSG00000171873;;ENSG00000175538;;ENSG00000176076;;ENSG00000180210;;ENSG00000183873;;ENSG00000184160;;ENSG00000185313;;ENSG00000274286|31
C1168401|ENSG00000083857;;ENSG00000120889;;ENSG00000121879;;ENSG00000141510;;ENSG00000147889;;ENSG00000148400;;ENSG00000171862;;ENSG00000174775;;ENSG00000276536;;ENSG00000284792|10
C1175175|ENSG00000102967;;ENSG00000106348;;ENSG00000108179;;ENSG00000112964;;ENSG00000126934;;ENSG00000130234;;ENSG00000135047;;ENSG00000169032;;ENSG00000178035;;ENSG00000184012;;ENSG00000196262|11
C1260409|ENSG00000004468;;ENSG00000030304;;ENSG00000101017;;ENSG00000104870;;ENSG00000117594;;ENSG00000136160;;ENSG00000137364;;ENSG00000184984;;ENSG00000197766;;ENSG00000211891;;ENSG00000215788;;ENSG00000234745|12
C1292772|ENSG00000048052;;ENSG00000105383;;ENSG00000105851;;ENSG00000129559;;ENSG00000134853;;ENSG00000138413;;ENSG00000162747;;ENSG00000172322;;ENSG00000182054;;ENSG00000197122|10
C1292778|ENSG00000010810;;ENSG00000011422;;ENSG00000048052;;ENSG00000066468;;ENSG00000068078;;ENSG00000077782;;ENSG00000096384;;ENSG00000100368;;ENSG00000103855;;ENSG00000105697;;ENSG00000106236;;ENSG00000106799;;ENSG00000110092;;ENSG00000113520;;ENSG00000113525;;ENSG00000113721;;ENSG00000116478;;ENSG00000120156;;ENSG00000129473;;ENSG00000130816;;ENSG00000135679;;ENSG00000137193;;ENSG00000138449;;ENSG00000141867;;ENSG00000157404;;ENSG00000159110;;ENSG00000160752;;ENSG00000163687;;ENSG00000164362;;ENSG00000164400;;ENSG00000165304;;ENSG00000169194;;ENSG00000171848;;ENSG00000182866;;ENSG00000188379;;ENSG00000197122|36
C1299247|ENSG00000007062;;ENSG00000012048;;ENSG00000026103;;ENSG00000026508;;ENSG00000048052;;ENSG00000055118;;ENSG00000067182;;ENSG00000077782;;ENSG00000080824;;ENSG00000085563;;ENSG00000087245;;ENSG00000091879;;ENSG00000101017;;ENSG00000101966;;ENSG00000102854;;ENSG00000103653;;ENSG00000105976;;ENSG00000106211;;ENSG00000106991;;ENSG00000107984;;ENSG00000109471;;ENSG00000110195;;ENSG00000112715;;ENSG00000113070;;ENSG00000113302;;ENSG00000113361;;ENSG00000113494;;ENSG00000113721;;ENSG00000115598;;ENSG00000116478;;ENSG00000117525;;ENSG00000118432;;ENSG00000120217;;ENSG00000120899;;ENSG00000125726;;ENSG00000128052;;ENSG00000128602;;ENSG00000128917;;ENSG00000129484;;ENSG00000131203;;ENSG00000131747;;ENSG00000135318;;ENSG00000138160;;ENSG00000139193;;ENSG00000141510;;ENSG00000141736;;ENSG00000142166;;ENSG00000142208;;ENSG00000143799;;ENSG00000149554;;ENSG00000150782;;ENSG00000154188;;ENSG00000157765;;ENSG00000160584;;ENSG00000164362;;ENSG00000165125;;ENSG00000166402;;ENSG00000166483;;ENSG00000167601;;ENSG00000169398;;ENSG00000170145;;ENSG00000170276;;ENSG00000172009;;ENSG00000173273;;ENSG00000176170;;ENSG00000178562;;ENSG00000181143;;ENSG00000183087;;ENSG00000184033;;ENSG00000186827;;ENSG00000188822;;ENSG00000196230;;ENSG00000196557;;ENSG00000196776;;ENSG00000197122;;ENSG00000198900;;ENSG00000205274;;ENSG00000242689|78
C1305122|ENSG00000065534;;ENSG00000092969;;ENSG00000106799;;ENSG00000107796;;ENSG00000113083;;ENSG00000133392;;ENSG00000133704;;ENSG00000163513;;ENSG00000166147;;ENSG00000166949;;ENSG00000168542;;ENSG00000182492;;ENSG00000185532;;ENSG00000186790;;ENSG00000187720;;ENSG00000197614|16
C1306122|ENSG00000074621;;ENSG00000102001;;ENSG00000111664;;ENSG00000113262;;ENSG00000114349;;ENSG00000130561;;ENSG00000132518;;ENSG00000133256;;ENSG00000134160;;ENSG00000163914;;ENSG00000183423;;ENSG00000185974;;ENSG00000188937;;ENSG00000277399|14
C1332219|ENSG00000084093;;ENSG00000106536;;ENSG00000113360;;ENSG00000128191;;ENSG00000130600;;ENSG00000141510;;ENSG00000167244;;ENSG00000168036;;ENSG00000184675;;ENSG00000184937|10
C1333015|ENSG00000084093;;ENSG00000106536;;ENSG00000113360;;ENSG00000128191;;ENSG00000130600;;ENSG00000141510;;ENSG00000167244;;ENSG00000168036;;ENSG00000184675;;ENSG00000184937|10
C1334557|ENSG00000007062;;ENSG00000008405;;ENSG00000019991;;ENSG00000026103;;ENSG00000041982;;ENSG00000044524;;ENSG00000067182;;ENSG00000082898;;ENSG00000087245;;ENSG00000089685;;ENSG00000089692;;ENSG00000091831;;ENSG00000100385;;ENSG00000100462;;ENSG00000100823;;ENSG00000100985;;ENSG00000101017;;ENSG00000103855;;ENSG00000105329;;ENSG00000105388;;ENSG00000105810;;ENSG00000105851;;ENSG00000105976;;ENSG00000106462;;ENSG00000106546;;ENSG00000106799;;ENSG00000106991;;ENSG00000109471;;ENSG00000113302;;ENSG00000113575;;ENSG00000113851;;ENSG00000119383;;ENSG00000120217;;ENSG00000120899;;ENSG00000121671;;ENSG00000121858;;ENSG00000123374;;ENSG00000123496;;ENSG00000126432;;ENSG00000128052;;ENSG00000128274;;ENSG00000128602;;ENSG00000130816;;ENSG00000131203;;ENSG00000131747;;ENSG00000131759;;ENSG00000134853;;ENSG00000135047;;ENSG00000135446;;ENSG00000138413;;ENSG00000139193;;ENSG00000141510;;ENSG00000141542;;ENSG00000141736;;ENSG00000142192;;ENSG00000142208;;ENSG00000142627;;ENSG00000146648;;ENSG00000149311;;ENSG00000150093;;ENSG00000153208;;ENSG00000157404;;ENSG00000163131;;ENSG00000164305;;ENSG00000164342;;ENSG00000164362;;ENSG00000164733;;ENSG00000166402;;ENSG00000166501;;ENSG00000167900;;ENSG00000168398;;ENSG00000168610;;ENSG00000169710;;ENSG00000171855;;ENSG00000173273;;ENSG00000178562;;ENSG00000182054;;ENSG00000183044;;ENSG00000185499;;ENSG00000196230;;ENSG00000196352;;ENSG00000196411;;ENSG00000196557;;ENSG00000196562;;ENSG00000197122;;ENSG00000198223;;ENSG00000198900;;ENSG00000198910;;ENSG00000239732|89
C1335060|ENSG00000041357;;ENSG00000049656;;ENSG00000073282;;ENSG00000080644;;ENSG00000117971;;ENSG00000164362;;ENSG00000164363;;ENSG00000169684;;ENSG00000174358;;ENSG00000188001;;ENSG00000188266|11
C1514422|ENSG00000049656;;ENSG00000101216;;ENSG00000101246;;ENSG00000125520;;ENSG00000130584;;ENSG00000146648;;ENSG00000147883;;ENSG00000147889;;ENSG00000164362;;ENSG00000164363;;ENSG00000174358;;ENSG00000176399;;ENSG00000197114;;ENSG00000197457;;ENSG00000203896;;ENSG00000243509;;ENSG00000258366|17
C1721096|ENSG00000043591;;ENSG00000055118;;ENSG00000066230;;ENSG00000090020;;ENSG00000105711;;ENSG00000108961;;ENSG00000110680;;ENSG00000120907;;ENSG00000121361;;ENSG00000130529;;ENSG00000138622;;ENSG00000149575;;ENSG00000150594;;ENSG00000151067;;ENSG00000152642;;ENSG00000153956;;ENSG00000157388;;ENSG00000162341;;ENSG00000163681;;ENSG00000165995;;ENSG00000166257;;ENSG00000170214;;ENSG00000171385;;ENSG00000171873;;ENSG00000175538;;ENSG00000176076;;ENSG00000180210;;ENSG00000183873;;ENSG00000184160;;ENSG00000274286|30
C1800706|ENSG00000010610;;ENSG00000068650;;ENSG00000078902;;ENSG00000079557;;ENSG00000092330;;ENSG00000096696;;ENSG00000105329;;ENSG00000107960;;ENSG00000112715;;ENSG00000117983;;ENSG00000120937;;ENSG00000122852;;ENSG00000128928;;ENSG00000130826;;ENSG00000133048;;ENSG00000138640;;ENSG00000140694;;ENSG00000142002;;ENSG00000164342;;ENSG00000164362;;ENSG00000167972;;ENSG00000168484;;ENSG00000170776;;ENSG00000178562;;ENSG00000179387;;ENSG00000183214;;ENSG00000185303;;ENSG00000186868;;ENSG00000196126;;ENSG00000204520;;ENSG00000231225;;ENSG00000233051;;ENSG00000235233;;ENSG00000258366;;ENSG00000270141;;ENSG00000275385|36
C1838979|ENSG00000006744;;ENSG00000023228;;ENSG00000101247;;ENSG00000103707;;ENSG00000110074;;ENSG00000110717;;ENSG00000113845;;ENSG00000115286;;ENSG00000119013;;ENSG00000123545;;ENSG00000125356;;ENSG00000130414;;ENSG00000131495;;ENSG00000137806;;ENSG00000138777;;ENSG00000139180;;ENSG00000140990;;ENSG00000145494;;ENSG00000147123;;ENSG00000147684;;ENSG00000151413;;ENSG00000156170;;ENSG00000158864;;ENSG00000164182;;ENSG00000164258;;ENSG00000167792;;ENSG00000171204;;ENSG00000174886;;ENSG00000177646;;ENSG00000178057;;ENSG00000178127;;ENSG00000184752;;ENSG00000186010;;ENSG00000198695;;ENSG00000198763;;ENSG00000198786;;ENSG00000198840;;ENSG00000198886;;ENSG00000198888;;ENSG00000209082;;ENSG00000212907;;ENSG00000213619|42
C1955934|ENSG00000090861;;ENSG00000104884;;ENSG00000110619;;ENSG00000113407;;ENSG00000125352;;ENSG00000163161;;ENSG00000166986;;ENSG00000168303;;ENSG00000197265;;ENSG00000272047|10
C2937300|ENSG00000000419;;ENSG00000009830;;ENSG00000085998;;ENSG00000100288;;ENSG00000103671;;ENSG00000106692;;ENSG00000108433;;ENSG00000111799;;ENSG00000118600;;ENSG00000123159;;ENSG00000130714;;ENSG00000132376;;ENSG00000133424;;ENSG00000135424;;ENSG00000136908;;ENSG00000142156;;ENSG00000142173;;ENSG00000144647;;ENSG00000152904;;ENSG00000160789;;ENSG00000162885;;ENSG00000163359;;ENSG00000173402;;ENSG00000173540;;ENSG00000174684;;ENSG00000179085;;ENSG00000181027;;ENSG00000185900;;ENSG00000196569;;ENSG00000214960|30
